Id,ruolo,Rm,nome,squadra,presenze,media_voto,fanta_media_fc,Gf,gol_subiti,rigori_parati,Rc,R+,R-,assist,ammonizioni,espulsioni,Au,rig_segnati,rig_tirati,gol_pg,assist_pg,ammonizioni_pg,titolarita_pct,xg_pg,gol_subiti_pg,clean_sheet_pg
4431,P,Por,Carnesecchi,Atalanta,37.0,6.36,5.58,0,35.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.974,0.0,0.946,0.388
2170,P,Por,Milinkovic-Savic V.,Napoli,27.0,6.2,5.65,0,24.0,3.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.711,0.0,0.889,0.411
5841,P,Por,Svilar,Roma,38.0,6.26,5.45,0,31.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.816,0.442
6966,P,Por,Butez,Como,38.0,6.07,5.37,0,29.0,1.0,0,0,0,1.0,3.0,0.0,0,0,0,0.0,0.026,0.079,1.0,0.0,0.763,0.466
4312,P,Por,Maignan,Milan,37.0,6.26,5.42,0,35.0,2.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.108,0.974,0.0,0.946,0.388
5876,P,Por,Di Gregorio,Juventus,30.0,6.08,5.33,0,25.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.033,0.789,0.0,0.833,0.435
2134,P,Por,Falcone,Lecce,38.0,6.41,5.22,0,50.0,2.0,0,0,0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.053,1.0,0.0,1.316,0.268
6462,P,Por,Okoye,Udinese,30.0,6.07,5.08,0,32.0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.033,0.033,0.789,0.0,1.067,0.344
2428,P,Por,Sommer,Inter,33.0,5.92,5.02,0,30.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.868,0.0,0.909,0.403
4360,P,Por,Caprile,Cagliari,38.0,6.29,4.87,0,53.0,0.0,0,0,0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.053,1.0,0.0,1.395,0.248
761,P,Por,Audero,Cremonese,34.0,6.21,4.91,0,50.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.895,0.0,1.471,0.23
2521,P,Por,De Gea,Fiorentina,37.0,6.24,5.0,0,49.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.974,0.0,1.324,0.266
4957,P,Por,Montipò,Verona,35.0,6.2,4.94,0,54.0,3.0,0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.029,0.0,0.921,0.0,1.543,0.214
133,P,Por,Skorupski,Bologna,18.0,6.19,5.28,0,15.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.056,0.474,0.0,0.833,0.435
2814,P,Por,Provedel,Lazio,27.0,6.26,5.35,0,27.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.037,0.711,0.0,1.0,0.368
6641,P,Por,Suzuki,Parma,20.0,6.02,4.75,0,28.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.05,0.526,0.0,1.4,0.247
4236,P,Por,Muric,Sassuolo,32.0,6.08,4.77,0,43.0,1.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.125,0.842,0.0,1.344,0.261
7332,P,Por,Bijlow,Genoa,16.0,6.06,4.78,0,20.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.062,0.421,0.0,1.25,0.287
188,P,Por,Leali,Genoa,22.0,6.16,4.84,0,27.0,0.0,0,0,0,0.0,2.0,1.0,0,0,0,0.0,0.0,0.091,0.579,0.0,1.227,0.293
6662,P,Por,Corvi,Parma,17.0,6.18,5.09,0,18.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.059,0.447,0.0,1.059,0.347
5320,P,Por,Paleari,Torino,29.0,6.09,4.52,0,45.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.034,0.763,0.0,1.552,0.212
218,P,Por,Perin,Juventus,9.0,6.11,5.11,0,9.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.237,0.0,1.0,0.368
572,P,Por,Meret,Napoli,11.0,6.23,5.18,0,12.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.091,0.091,0.289,0.0,1.091,0.336
4867,P,Por,Turati,Sassuolo,6.0,6.17,5.0,0,7.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.158,0.0,1.167,0.311
2861,P,Por,Semper,Pisa,25.0,6.06,4.38,0,42.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.658,0.0,1.68,0.186
7172,P,Por,Pessina Mas.,Bologna,4.0,6.12,5.62,0,2.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.105,0.0,0.5,0.607
5116,P,Por,Martinez Jo.,Inter,5.0,6.0,5.2,0,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.132,0.0,0.8,0.449
7337,P,Por,Motta,Lazio,9.0,6.0,5.17,0,10.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.111,0.237,0.0,1.111,0.329
2722,P,Por,Ravaglia F.,Bologna,17.0,6.21,4.38,0,29.0,0.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.235,0.447,0.0,1.706,0.182
6417,P,Por,Furlanetto,Lazio,2.0,6.5,5.0,0,3.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.053,0.0,1.5,0.223
5135,P,Por,Guaita,Parma,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6403,P,Por,Christensen O.,Fiorentina,1.0,7.5,6.5,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.026,0.0,1.0,0.368
2297,P,Por,Rossi F.,Atalanta,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,P,Por,Sportiello,Atalanta,1.0,5.5,4.5,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.026,0.0,1.0,0.368
4929,P,Por,Ciocci,Cagliari,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,P,Por,Radunovic,Cagliari,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2809,P,Por,Vigorito,Como,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6505,P,Por,Nava,Cremonese,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6184,P,Por,Martinelli T.,Fiorentina,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6991,P,Por,Siegrist,Genoa,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,P,Por,Sommariva,Genoa,2.0,5.75,3.75,0,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.053,0.0,2.0,0.135
1926,P,Por,Di Gennaro,Inter,1.0,6.0,5.0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.026,0.0,1.0,0.368
1930,P,Por,Pinsoglio,Juventus,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6482,P,Por,Mandas,Lazio,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2401,P,Por,Fruchtl,Lecce,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6523,P,Por,Samooja,Lecce,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2815,P,Por,Terracciano,Milan,2.0,6.0,6.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.053,0.0,0.0,1.0
6813,P,Por,Torriani,Milan,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2845,P,Por,Contini,Napoli,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5338,P,Por,Rinaldi,Parma,1.0,7.0,6.5,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0.026,0.0,0.0,1.0
2271,P,Por,Nicolas,Pisa,6.0,5.92,3.58,0,14.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.158,0.0,2.333,0.097
574,P,Por,Scuffet,Pisa,7.0,6.21,4.07,0,15.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.184,0.0,2.143,0.117
7169,P,Por,Zelezny,Roma,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,P,Por,Gollini,Roma,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4518,P,Por,Russo A.,Sassuolo,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2127,P,Por,Satalino,Sassuolo,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,P,Por,Donnarumma An.,Torino,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7179,P,Por,Israel,Torino,9.0,5.89,3.83,0,18.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.111,0.237,0.0,2.0,0.135
6210,P,Por,Popa,Torino,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,P,Por,Padelli,Udinese,2.0,6.25,5.25,0,2.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.053,0.0,1.0,0.368
6842,P,Por,Sava,Udinese,7.0,5.57,3.5,0,14.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.143,0.184,0.0,2.0,0.135
511,P,Por,Perilli,Verona,3.0,6.17,3.83,0,7.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.079,0.0,2.333,0.097
6125,P,Por,Vasquez D.,Roma,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7185,P,Por,Nunziante,Udinese,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158,P,Por,Lezzerini,Fiorentina,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2211,P,Por,Silvestri,Cremonese,4.0,6.38,4.62,0,7.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.105,0.0,1.75,0.174
7236,P,Por,Toniolo,Verona,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7261,P,Por,Cavlina,Como,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7285,P,Por,Ferrante,Napoli,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7042,P,Por,Calligaris,Inter,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7301,P,Por,Tornqvist,Como,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6650,P,Por,Sherri,Cagliari,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7363,P,Por,Siviero,Torino,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7382,P,Por,Pannozzo,Lazio,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7383,P,Por,Giacomone,Lazio,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,D,E,Dimarco,Inter,35.0,6.6,7.64,7,0.0,0.0,0,0,0,17.0,3.0,0.0,0,0,0,0.0,0.486,0.086,0.921,0.0,0.0,1.0
2788,D,Dc,Bremer,Juventus,26.0,6.33,6.81,4,0.0,0.0,0,0,0,3.0,5.0,0.0,0,0,0,0.0,0.115,0.192,0.684,0.0,0.0,1.0
5022,D,Dc,Pavlovic,Milan,34.0,6.24,6.62,5,0.0,0.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.118,0.895,0.0,0.0,1.0
6832,D,E,Palestra,Cagliari,37.0,6.27,6.42,1,0.0,0.0,0,0,0,4.0,3.0,0.0,0,0,0,0.0,0.108,0.081,0.974,0.0,0.0,1.0
6893,D,Dc,Kempf,Como,29.0,6.12,6.52,4,0.0,0.0,0,0,0,1.0,3.0,0.0,0,0,0,0.0,0.034,0.103,0.763,0.0,0.0,1.0
1852,D,Ds;E,Spinazzola,Napoli,30.0,6.17,6.55,3,0.0,0.0,0,0,0,3.0,1.0,0.0,0,0,0,0.0,0.1,0.033,0.789,0.0,0.0,1.0
5526,D,Dc,Scalvini,Atalanta,24.0,6.06,6.44,3,0.0,0.0,0,0,0,1.0,2.0,0.0,0,0,0,0.0,0.042,0.083,0.632,0.0,0.0,1.0
6217,D,Dc,Bisseck,Inter,23.0,6.22,6.65,3,0.0,0.0,0,0,0,2.0,2.0,0.0,0,0,0,0.0,0.087,0.087,0.605,0.0,0.0,1.0
2296,D,Dc,Mancini,Roma,36.0,6.25,6.51,4,0.0,0.0,0,0,0,2.0,9.0,0.0,0,0,0,0.0,0.056,0.25,0.947,0.0,0.0,1.0
5750,D,Dc,Ostigard,Genoa,30.0,6.13,6.52,5,0.0,0.0,0,0,0,0.0,7.0,0.0,0,0,0,0.0,0.0,0.233,0.789,0.0,0.0,1.0
4976,D,Dd;Dc,Kalulu,Juventus,37.0,6.14,6.35,2,0.0,0.0,0,0,0,4.0,2.0,1.0,0,0,0,0.0,0.108,0.054,0.974,0.0,0.0,1.0
4657,D,B;Dd;E,Celik,Roma,32.0,6.17,6.27,1,0.0,0.0,0,0,0,2.0,2.0,1.0,0,0,0,0.0,0.062,0.062,0.842,0.0,0.0,1.0
7181,D,E,Wesley,Roma,30.0,6.12,6.47,5,0.0,0.0,0,0,0,0.0,5.0,2.0,0,0,0,0.0,0.0,0.167,0.789,0.0,0.0,1.0
6956,D,Dc,Solet,Udinese,34.0,6.18,6.4,3,0.0,0.0,1,1,0,1.0,1.0,0.0,1,0,0,0.0,0.029,0.029,0.895,0.0,0.0,1.0
2120,D,Dc,Bastoni,Inter,28.0,6.2,6.34,1,0.0,0.0,0,0,0,4.0,6.0,0.0,0,0,0,0.0,0.143,0.214,0.737,0.0,0.0,1.0
4807,D,Dc,Hermoso,Roma,27.0,6.17,6.41,3,0.0,0.0,0,0,0,2.0,9.0,0.0,0,0,0,0.0,0.074,0.333,0.711,0.0,0.0,1.0
6986,D,B;Dd;E,Rensch,Roma,19.0,6.16,6.5,1,0.0,0.0,0,0,0,4.0,1.0,0.0,0,0,0,0.0,0.211,0.053,0.5,0.0,0.0,1.0
4159,D,Dc,Akanji,Inter,32.0,6.28,6.41,2,0.0,0.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.125,0.842,0.0,0.0,1.0
554,D,E,Zappacosta,Atalanta,35.0,6.06,6.3,3,0.0,0.0,0,0,0,1.0,3.0,0.0,0,0,0,0.0,0.029,0.086,0.921,0.0,0.0,1.0
5513,D,E,Dumfries,Inter,19.0,6.11,6.58,3,0.0,0.0,0,0,0,1.0,2.0,0.0,0,0,0,0.0,0.053,0.105,0.5,0.0,0.0,1.0
4317,D,Dc,N'Dicka,Roma,31.0,6.08,6.32,3,0.0,0.0,0,0,0,1.0,5.0,0.0,0,0,0,0.0,0.032,0.161,0.816,0.0,0.0,1.0
2160,D,E,Gosens,Fiorentina,25.0,5.92,6.28,3,0.0,0.0,0,0,0,1.0,2.0,0.0,0,0,0,0.0,0.04,0.08,0.658,0.0,0.0,1.0
5514,D,Ds;Dc,Vasquez,Genoa,36.0,6.08,6.14,1,0.0,0.0,0,0,0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.056,0.947,0.0,0.0,1.0
6766,D,Ds;Dc,Kelly L.,Juventus,35.0,6.01,6.07,1,0.0,0.0,0,0,0,1.0,4.0,0.0,0,0,0,0.0,0.029,0.114,0.921,0.0,0.0,1.0
4409,D,Dc,Rrahmani,Napoli,21.0,6.24,6.45,2,0.0,0.0,0,0,0,0.0,3.0,0.0,0,0,0,0.0,0.0,0.143,0.553,0.0,0.0,1.0
5862,D,Ds;E,Valeri,Parma,34.0,6.06,6.09,0,0.0,0.0,0,0,0,2.0,2.0,0.0,0,0,0,0.0,0.059,0.059,0.895,0.0,0.0,1.0
6485,D,Dd;Dc,Kristensen T.,Udinese,28.0,5.98,6.23,3,0.0,0.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.143,0.737,0.0,0.0,1.0
7211,D,Dd;E,Athekame,Milan,17.0,5.94,6.32,2,0.0,0.0,0,0,0,2.0,3.0,0.0,0,0,0,0.0,0.118,0.176,0.447,0.0,0.0,1.0
5678,D,Dd;E,Holm,Juventus,16.0,6.09,6.44,1,0.0,0.0,0,0,0,4.0,1.0,1.0,0,0,0,0.0,0.25,0.062,0.421,0.0,0.0,1.0
4734,D,Ds;E,Miranda J.,Bologna,31.0,6.0,6.1,1,0.0,0.0,0,0,0,3.0,6.0,0.0,0,0,0,0.0,0.097,0.194,0.816,0.0,0.0,1.0
4994,D,Dd;E,Vojvoda,Como,27.0,6.02,6.24,2,0.0,0.0,0,0,0,1.0,2.0,0.0,0,0,0,0.0,0.037,0.074,0.711,0.0,0.0,1.0
6867,D,Ds;E,Valle,Como,26.0,6.06,6.23,1,0.0,0.0,0,0,0,3.0,3.0,0.0,0,0,0,0.0,0.115,0.115,0.684,0.0,0.0,1.0
5885,D,E,Dodò,Fiorentina,36.0,5.99,6.03,1,0.0,0.0,0,0,0,2.0,7.0,0.0,0,0,0,0.0,0.056,0.194,0.947,0.0,0.0,1.0
2593,D,Ds;E,Martin,Genoa,29.0,5.97,6.1,1,0.0,0.0,1,0,1,5.0,2.0,0.0,0,0,0,0.0,0.172,0.069,0.763,0.0,0.0,1.0
5877,D,B;Ds;E,Carlos Augusto,Inter,28.0,6.12,6.16,1,0.0,0.0,0,0,0,1.0,6.0,0.0,0,0,0,0.0,0.036,0.214,0.737,0.0,0.0,1.0
6989,D,Dc,Tiago Gabriel,Lecce,36.0,6.0,6.01,2,0.0,0.0,0,0,0,0.0,7.0,0.0,1,0,0,0.0,0.0,0.194,0.947,0.0,0.0,1.0
4502,D,Ds;E,Gallo,Lecce,37.0,5.95,5.99,0,0.0,0.0,0,0,0,3.0,3.0,0.0,0,0,0,0.0,0.081,0.081,0.974,0.0,0.0,1.0
6496,D,Ds;E,Bartesaghi,Milan,31.0,5.97,6.05,2,0.0,0.0,0,0,0,0.0,3.0,0.0,1,0,0,0.0,0.0,0.097,0.816,0.0,0.0,1.0
6202,D,Dc,Beukema,Napoli,22.0,5.93,6.16,2,0.0,0.0,0,0,0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.091,0.579,0.0,0.0,1.0
2816,D,Dd;E,Di Lorenzo,Napoli,26.0,6.08,6.33,2,0.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.038,0.038,0.684,0.0,0.0,1.0
6664,D,B;Dd;E,Delprato,Parma,35.0,5.91,6.01,2,0.0,0.0,0,0,0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.143,0.921,0.0,0.0,1.0
4263,D,Dc,Kabasele,Udinese,28.0,5.98,6.18,3,0.0,0.0,0,0,0,0.0,5.0,1.0,0,0,0,0.0,0.0,0.179,0.737,0.0,0.0,1.0
6869,D,Dc,Ramon,Como,32.0,6.16,6.14,2,0.0,0.0,0,0,0,0.0,11.0,1.0,0,0,0,0.0,0.0,0.344,0.842,0.0,0.0,1.0
7220,D,Dd;E,Belghali,Verona,26.0,6.1,6.21,2,0.0,0.0,0,0,0,0.0,6.0,0.0,0,0,0,0.0,0.0,0.231,0.684,0.0,0.0,1.0
5427,D,Ds;E,Gutierrez,Napoli,21.0,5.98,6.17,1,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.048,0.0,0.553,0.0,0.0,1.0
7329,D,Ds;E,Obrador,Torino,16.0,6.06,6.41,1,0.0,0.0,0,0,0,3.0,1.0,0.0,0,0,0,0.0,0.188,0.062,0.421,0.0,0.0,1.0
6066,D,Dd;Dc,Posch,Como,8.0,6.06,6.38,1,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.125,0.211,0.0,0.0,1.0
4210,D,Dc,Mina,Cagliari,26.0,6.0,6.17,2,0.0,0.0,0,0,0,1.0,3.0,1.0,0,0,0,0.0,0.038,0.115,0.684,0.0,0.0,1.0
5435,D,Ds;E,Moreno Alb.,Como,16.0,6.06,6.38,2,0.0,0.0,0,0,0,1.0,4.0,0.0,0,0,0,0.0,0.062,0.25,0.421,0.0,0.0,1.0
5520,D,E,Cambiaso,Juventus,36.0,5.81,5.99,3,0.0,0.0,0,0,0,4.0,3.0,1.0,2,0,0,0.0,0.111,0.083,0.947,0.0,0.0,1.0
5835,D,Dc,Baschirotto,Cremonese,29.0,5.95,6.12,2,0.0,0.0,0,0,0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.069,0.763,0.0,0.0,1.0
7143,D,Ds;E,Angori,Pisa,35.0,5.91,5.94,0,0.0,0.0,0,0,0,2.0,2.0,0.0,0,0,0,0.0,0.057,0.057,0.921,0.0,0.0,1.0
6642,D,Dc,Coco,Torino,35.0,5.84,5.91,1,0.0,0.0,0,0,0,1.0,3.0,0.0,0,0,0,0.0,0.029,0.086,0.921,0.0,0.0,1.0
7219,D,E,Bernasconi,Atalanta,22.0,6.09,6.16,0,0.0,0.0,0,0,0,3.0,3.0,0.0,0,0,0,0.0,0.136,0.136,0.579,0.0,0.0,1.0
393,D,Dc,Luperto,Cremonese,34.0,5.84,5.9,1,0.0,0.0,0,0,0,1.0,4.0,0.0,0,0,0,0.0,0.029,0.118,0.895,0.0,0.0,1.0
4433,D,E,Zortea,Bologna,28.0,5.86,5.89,0,0.0,0.0,0,0,0,2.0,2.0,0.0,0,0,0,0.0,0.071,0.071,0.737,0.0,0.0,1.0
4177,D,Dd;Dc,Pavard,Inter,1.0,6.5,6.5,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.026,0.0,0.0,1.0
5833,D,Dc,Gila,Lazio,31.0,6.03,5.95,0,0.0,0.0,0,0,0,0.0,3.0,1.0,0,0,0,0.0,0.0,0.097,0.816,0.0,0.0,1.0
460,D,Dc,Romagnoli,Lazio,32.0,6.03,5.92,0,0.0,0.0,0,0,0,0.0,5.0,1.0,0,0,0,0.0,0.0,0.156,0.842,0.0,0.0,1.0
2188,D,Dd;Ds;E,Marusic,Lazio,33.0,5.86,5.97,1,0.0,0.0,0,0,0,2.0,1.0,1.0,0,0,0,0.0,0.061,0.03,0.868,0.0,0.0,1.0
4751,D,Dc,Tomori,Milan,32.0,5.97,5.88,0,0.0,0.0,0,0,0,1.0,6.0,1.0,0,0,0,0.0,0.031,0.188,0.842,0.0,0.0,1.0
2724,D,Dc,Buongiorno,Napoli,32.0,5.89,5.88,0,0.0,0.0,0,0,0,1.0,3.0,0.0,0,0,0,0.0,0.031,0.094,0.842,0.0,0.0,1.0
6663,D,Dc,Circati,Parma,31.0,5.92,5.92,1,0.0,0.0,0,0,0,0.0,6.0,0.0,0,0,0,0.0,0.0,0.194,0.816,0.0,0.0,1.0
7155,D,Dc,Muharemovic,Sassuolo,32.0,5.91,5.89,2,0.0,0.0,0,0,0,1.0,7.0,0.0,2,0,0,0.0,0.031,0.219,0.842,0.0,0.0,1.0
4665,D,Dc,Maripan,Torino,26.0,5.94,6.1,2,0.0,0.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.154,0.684,0.0,0.0,1.0
6631,D,Dc,Ghilardi,Roma,21.0,5.98,5.95,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.048,0.553,0.0,0.0,1.0
6480,D,Dd;E,Tchatchoua,Verona,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6672,D,Dc,Idzes,Sassuolo,35.0,5.94,5.9,0,0.0,0.0,0,0,0,0.0,3.0,0.0,0,0,0,0.0,0.0,0.086,0.921,0.0,0.0,1.0
4137,D,Dc,Diego Carlos,Como,25.0,6.14,6.1,1,0.0,0.0,0,0,0,0.0,8.0,0.0,0,0,0,0.0,0.0,0.32,0.658,0.0,0.0,1.0
6550,D,B;Ds;E,Garcia U.,Sassuolo,12.0,6.17,6.46,1,0.0,0.0,0,0,0,2.0,3.0,0.0,0,0,0,0.0,0.167,0.25,0.316,0.0,0.0,1.0
787,D,Dc,Djimsiti,Atalanta,33.0,5.86,5.8,0,0.0,0.0,0,0,0,0.0,4.0,0.0,0,0,0,0.0,0.0,0.121,0.868,0.0,0.0,1.0
2640,D,B;Ds;E,Kolasinac,Atalanta,17.0,6.03,5.94,0,0.0,0.0,0,0,0,0.0,3.0,0.0,0,0,0,0.0,0.0,0.176,0.447,0.0,0.0,1.0
6042,D,Dc,Lucumì,Bologna,28.0,5.88,5.89,1,0.0,0.0,0,0,0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.179,0.737,0.0,0.0,1.0
